indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,81.67,119.49,93.27,150.4,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,24.67,105.44,66.06,158.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,193.67,183.14,157.2,211.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,230.67,134.65,116.75,154.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,141.33,231.71,192.5,276.13,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,103.67,184.3,147.87,226.46,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,96.67,138.45,111.38,169.95,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,243.33,234.49,203.93,268.11,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,15,87.82,48.55,145.71,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,139.33,145.93,121.44,173.69,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,13,84.54,44.14,145.84,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,171,169.99,144.99,197.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,425.33,189.29,170.8,209.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,100,157.62,126.95,193.23,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,239.67,170.17,148.25,194.3,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,215,126.63,109.52,145.56,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,108,135.38,110.19,164.46,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,419.67,138.97,125.45,153.5,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,249,200.73,175.5,228.45,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,141.67,214.66,179.36,254.66,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,193.67,188.54,160.77,219.43,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Angus,S12000041,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,122.33,131.57,108.34,158.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dundee City,S12000042,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,214,199.44,172.56,229.19,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Dunbartonshire,S12000045,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,97.33,114.25,91.71,140.47,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Fife,S12000047,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,452.67,168.87,153.05,185.83,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Perth & Kinross,S12000048,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,159,130.2,110.03,152.89,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,1092.67,300.62,282.07,320.02,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2009,2008/09 to 2010/11 financial years; 3-year aggregates,476.67,222.15,201.17,244.61,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2010,2009/10 to 2011/12 financial years; 3-year aggregates,6698.67,175.24,170.9,179.66,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,632.67,212.25,195.31,230.2,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,131.33,136.93,113.39,163.72,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,206.33,150.85,130.39,173.54,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,351.67,170.34,152.12,190.06,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,553.33,142.16,130.12,154.99,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,316.67,123.6,109.72,138.68,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,836.33,154.27,143.58,165.53,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,16.33,97.46,55.61,158.14,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,13,83.84,42.06,147.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,23,96.57,59.35,147.45,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,445,163.13,147.78,179.61,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,497.67,152.29,138.74,166.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,1775.67,226.19,215.35,237.42,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2010,2009/10 to 2011/12 financial years; 3-year aggregates,899.67,200.72,187.07,215.05,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,57,162.79,120.16,214.73,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,206.33,150.85,130.39,173.54,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,225.67,248.95,216.1,285.21,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,108.33,147.46,119.76,179.43,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,78,110.16,86.05,138.69,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,23,96.57,59.35,147.45,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,198.33,185.25,159.16,214.24,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,225.33,128.27,111.18,147.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,139,223.04,185.54,265.59,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,109.67,183.41,148.82,223.27,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,88.67,127.21,100.84,158.1,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,231.67,220.83,191.42,253.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,16.33,97.46,55.61,158.14,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,131.33,136.93,113.39,163.72,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,13,83.84,42.06,147.22,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,175.33,172.28,147.13,200.4,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,425,186.1,167.96,205.6,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,96.33,149.23,119.73,183.56,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2010,2009/10 to 2011/12 financial years; 3-year aggregates,241.67,168.32,146.93,191.85,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
